query,super_category
Quelles mesures dois-je prendre si je cause des dommages?,Droit financier
"Si je ne paie plus mon crédit à la consommation, suis-je fiché à la Banque nationale ?",Droit financier
Quelle est la mission de l'administrateur de biens ?,Droit de la famille
Je suis victime de violences conjugales. Puis-je faire expulser l'auteur des violences conjugales du logement familial ?,Droit de la famille
J'ai été condamné à une peine de prison. Je suis étranger et incarcéré. Puis-je rentrer dans mon pays même si je n’ai pas effectué toute ma peine de prison en Belgique ?,Droit pénal
Qu'advient-il du bail en cas de décès du locataire?,Droit immobilier
Est-il possible que je déshérite mes enfants ?,Droit financier
Je me sépare. Comment se déroule la procédure de séparation devant le tribunal de la famille ?,Droit de la famille
Quels sont les risques d'accepter un travail au noir si je suis au chômage ou en stage d'insertion professionnelle ?,Droit de la protection sociale
Comment contester un refus d'adresse de référence ?,Droit immobilier
Quels sont mes droits après la mort de mon conjoint ?,Droit financier
Mon propriétaire a mis fin au bail. Puis-je partir avant la fin de son délai de préavis à Bruxelles ?,Droit immobilier
Puis-je désigner à l'avance ma personne de confiance ?,Droit de la famille
A quoi correspondent les charges à Bruxelles ?,Droit immobilier
Je vis avec ma famille en Belgique. J'ai un enfant en Belgique. Je suis étranger. La reconnaissance d'un enfant se fait-elle de la même manière pour un Belge ou pour un étranger ?,Droit des étrangers
Je peux me marier en Belgique ?,Droit des étrangers
Puis-je être expulsé de mon logement social si je ne suis pas les règles ?,Droit immobilier
Quelles sont les distances de plantation de l'arbre de mon voisin ?,Droit immobilier
Mon loyer peut-il être calculé à Bruxelles ?,Droit immobilier
Où trouver un médiateur de dettes amiable ?,Droit financier
Que se passe-t-il s'il n'y a pas d'état des lieux à Bruxelles ?,Droit immobilier
"Si je me fais prendre avec du cannabis, qui décide de ma punition ?",Droit pénal
Je me sépare. Comment introduire une demande de mesures urgentes et provisoires devant le tribunal de la famille ?,Droit de la famille
Je divorce. Je divorce pour cause de désunion irrémédiable. Nous sommes d’accord de divorcer. Comment prouver notre séparation de fait ?,Droit de la famille
Et si le propriétaire abusait de l'accès en Wallonie ?,Droit immobilier
Dois-je signer quelque part si je cesse de payer la contribution alimentaire ?,Droit de la famille
Dois-je payer la remise immobilière à Bruxelles ?,Droit immobilier
Je suis victime de violence familiale.,Droit de la famille
"Je ne travaille pas, je vis seul, comment puis-je contester le montant que je dois payer ?",Droit financier
Le règlement collectif de dettes suspend-il les intérêts ?,Droit financier
Quels sont les risques si je ne paie plus mon crédit à la consommation ?,Droit financier
Quelle est la priorité en matière de remboursement?,Droit financier
Puis-je invoquer la prescription pour ne pas payer ma dette ?,Droit financier
Je suis victime de violences conjugales. Comment porter plainte pour violences conjugales ?,Droit de la famille
L'administrateur est contrôlé.,Droit de la famille
Ai-je droit à l'aide juridique (ex pro deo) si je ne fais partie d'aucune de ces catégories ?,Droit pénal
Qui est compétent dans le domaine du manque de santé?,Droit immobilier
Mon propriétaire peut-il mettre d'initiative mes meubles à la rue ?,Droit immobilier
Qu'est-ce qu'un crédit à la consommation?,Droit financier
Comment puis-je mettre fin à mon bail étudiant à Bruxelles ?,Droit immobilier
Que faire si j'ai des difficultés pour rembourser mon ami ?,Droit financier
Que peut faire l'enfant en cas de conflit avec son tuteur ?,Droit de la famille
Je vis avec ma famille en Belgique. Je deviens cohabitant légal. Puis-je faire une déclaration de cohabitation légale si je suis en séjour illégal ?,Droit des étrangers
"Je suis un ami de la victime de violence familiale, puis-je déposer une plainte ?",Droit de la famille
Le tribunal de la famille peut intervenir pour des mesures urgentes et temporaires.,Droit de la famille
Comment éviter l'expulsion en Wallonie ?,Droit immobilier
"J'héberge un ami/un proche. Mon ami prétend qu'un bail verbal existe entre nous, que puis-je faire ?",Droit immobilier
Que se passe-t-il si je ne paie pas mon crédit hypothécaire ?,Droit financier
Qu'est-ce qu'un transfert de rémunération?,Droit financier
Quel parent est responsable des actes de notre enfant mineur si nous sommes séparés ?,Droit de la famille
Les parents ne sont pas mariés.,Droit de la famille
Mes dettes sont-elles annulées à la fin du règlement de la dette ?,Droit financier
"En cas de dépenses exceptionnelles dans le règlement collectif des dettes, que faire?",Droit financier
Je me sépare. Quelles sont les conséquences de notre séparation en ce qui concerne nos enfants ?,Droit de la famille
Que faire si je n'obtiens pas la prorogation pour circonstances exceptionnelles en Wallonie ?,Droit immobilier
Peut-on saisir mes meubles pour les dettes de mon colocataire ?,Droit immobilier
Est-il possible que je sois placé sous l'administration des biens ou de la personne?,Droit de la famille
Y a-t-il un montant maximal pour la garantie de location?,Droit immobilier
"La personne nommée par le juge peut-elle être le médiateur de la dette du RCD, mais le créancier peut-il s'y opposer?",Droit financier
Que faire si un nouveau créancier participe au règlement des dettes?,Droit financier
Que faire si le propriétaire abuse du droit de visite en Wallonie ?,Droit immobilier
Est-ce que mon bail est un bail de courte durée à Bruxelles ?,Droit immobilier
Dois-je aider les parents de mon conjoint?,Droit de la famille
Dans quels cas le CPAS peut-il me demander de rembourser le RIS que j'ai reçu ?,Droit de la protection sociale
Puis-je changer d'avocat désigné si je ne suis pas satisfait ?,Droit pénal
Y a-t-il droit à une allocation de naissance en cas de mort-né?,Droit de la protection sociale
Qui exerce l'autorité parentale si aucun des parents ne peut prendre de décisions ?,Droit de la famille
Comment la procédure de divorce se déroule-t-elle par consentement mutuel?,Droit de la famille
Qui peut réaliser l'enquête de salubrité en Wallonie ?,Droit immobilier
Je me sépare. Quelles sont les conséquences de notre séparation en ce qui concerne nos enfants ?,Droit de la famille
Un enfant peut-il prendre ses propres décisions?,Droit de la famille
Ai-je droit au chômage en cas de rupture du contrat de travail pour force majeure médicale ?,Droit du travail
Je suis majeur. Je suis né en Belgique. Comment se déroule la procédure de demande de nationalité ?,Droit des étrangers
Est-ce que j'aurai la réponse du juge après le dépôt de ma demande de règlement collectif des dettes?,Droit financier
Je me sépare. Mon partenaire peut-il me mettre à la porte si je suis domicilié(e) dans notre logement ?,Droit de la famille
Je deviens cohabitant légal. Devons-nous faire une convention de cohabitation légale ?,Droit de la famille
Je suis marié(e). Nous sommes mariés. Dois-je reconnaître mon enfant ?,Droit de la famille
Dois-je engager un avocat pour contester la décision de l'agence de sécurité sociale en Wallonie?,Droit immobilier
"Je viens d’obtenir un logement social, comment puis-je rompre mon bail en cours en Wallonie ?",Droit immobilier
J’ai fait une donation. Puis-je changer d’avis ?,Droit financier
Puis-je contester la décision du médecin-conseil?,Droit de la protection sociale
Puis-je construire une dalle de béton contre le mur mitoyen ?,Droit immobilier
Je reçois les confidences en tant que professionnel. Qu'est-ce que je risque si je viole le secret professionnel ?,Droit du travail
Je veux réaliser une enquête sur la santé et le surpeuplement dans la région wallonne.,Droit immobilier
Qui peut être désigné comme administrateur de biens et/ou de la personne ?,Droit de la famille
"Taxe ou redevance, qu'est-ce que ça change ?",Droit financier
Je porte plainte et je ne suis pas d'accord avec la décision.,Droit pénal
"Si je suis expulsé suite à un arrêté d’inhabitabilité, vais-je recevoir un logement social en Wallonie ?",Droit immobilier
Je vis avec ma famille en Belgique. Je me marie. Je suis étranger: peut-on demander l'annulation de notre mariage ?,Droit des étrangers
"Si je menace un passant de me donner son portefeuille, qu'est-ce que je risque ?",Droit pénal
Je suis majeur. Je suis apatride. Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,Droit des étrangers
Que puis-je faire si je ne suis pas d'accord avec le plan ?,Droit financier
Est-il possible pour mon propriétaire de mettre fin au bail à court terme avant la fin de l'année?,Droit immobilier
Comment puis-je m'inscrire en tant que cohabitant légal en Belgique?,Droit des étrangers
Et si mes enfants ne me permettent pas de voir mes petits-fils ?,Droit de la famille
Comment éviter l'expulsion à Bruxelles ?,Droit immobilier
Je vis avec ma famille en Belgique. J'ai un enfant en Belgique. Je suis en séjour illégal. Puis-je reconnaître mon enfant en Belgique ?,Droit des étrangers
Ai-je toujours droit à l'aide juridique si ma situation financière s'améliore en cours de procédure ?,Droit pénal
Je vis avec ma famille en Belgique. J'ai un enfant en Belgique. Je suis étranger. Comment reconnaitre mon enfant né en Belgique ?,Droit des étrangers
Je suis marié(e). Dois-je payer les dettes professionnelles de mon conjoint ?,Droit de la famille
Je suis victime de violence familiale.,Droit de la famille
"Si j'ai entamé la procédure, dois-je être présent aux audiences?",Droit de la famille
Je suis majeur. Je séjourne en Belgique depuis au moins 10 ans. Comment faire la déclaration de nationalité belge si je séjourne en Belgique depuis 10 ans ?,Droit des étrangers
Je suis convoqué en justice. Dois-je aller en personne aux audiences ?,Droit pénal
Qui peut être entendu par le juge de paix lors de la procédure de mise sous administration de biens et/ou de la personne ?,Droit de la famille
Mon voisin peut-il tondre le dimanche ?,Droit immobilier
Je suis en séjour illégal en Belgique (sans papiers). Je suis en séjour illégal. Ai-je droit à un avocat ?,Droit des étrangers
Peut-on m'expulser en hiver ?,Droit financier
Est-il possible de se séparer d'un commun accord sans déclaration de cohabitation légale?,Droit de la famille
Combien dois-je payer pour les poursuites judiciaires?,Droit pénal
Comment mettre fin à la mesure d'administration de biens et/ou de la personne ?,Droit de la famille
"Notre propriétaire n'effectue pas les réparations, que faire à Bruxelles ?",Droit immobilier
Je me marie. Quels documents dois-je remettre pour pouvoir me marier ?,Droit de la famille
Après combien de temps ma dette de crédit à la consommation est-elle prescrite ?,Droit financier
Est-il possible de demander des mesures urgentes et provisoires devant le tribunal de la famille?,Droit de la famille
"J'ai signé une déclaration de cohabitation légale. Le propriétaire a envoyé son préavis à un seul cohabitant légal, est-ce valable ?",Droit de la famille
Que se passe-t-il si je n'ai pas d'assurance incendie ?,Droit financier
Je vis en union libre. A qui appartiennent les différents biens si nous vivons en union libre ?,Droit de la famille
Je me sépare. Peut-on se séparer d'un commun accord sans déclaration de fin de cohabitation légale ?,Droit de la famille
Je me lance dans la vie. Je vis chez mes parents. Je ne travaille pas. Comment puis-je contester le montant que je dois payer ?,Droit financier
"Si je reste dans la maison après la fin du bail à court terme, que se passera-t-il ?",Droit immobilier
